picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj290	owl	eule	búho	gufo	buhal	bagoly	mao1-tou2-ing1	1,00	1,00	0,98	0,90	1,00	1,00	0,92	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,02	0,08	0,00	0,00	0,08	1	3,3	3	3	3	1	2	0,000	0,918	0,567	0,877	0,771	0,000	0,431	1,00	0,67	0,90	0,80	0,82	1,00	0,94	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,08	0,00	0,00	0,00	0,00	0,00	0,33	0,02	0,20	0,18	0,00	0,07	1,00	0,67	0,98	0,80	0,82	1,00	0,94	837	950	1131	1070	1215	830	1090	165	254	455	294	510	216	454	837	917	1110	1048	1145	830	1106	165	232	437	290	446	216	465										1366						1016	1138	1157	1533		862	2,33	0,92	-0,72	0,48	0,14	0,09	1,03	0,93	0,41	0,32	0,60	0,40	0,45	0,46	0,31	0,32	0,59	-1,32	0,09	-0,31	-0,37	0,73	0,60	0,57	-0,86	-0,67	-0,11	-0,32	-0,28	-0,90	-0,30	-0,49	-0,43	-0,46	-0,56	-0,52	-0,53	-0,42	-0,52	-0,43	-0,21	0,44	0,20	0,25	-0,48	0,22	0,32	0	0	0	0	0	0	0	15316	1	1	2	2	2	2	2	3	3	4	4	4	5	6	0,454	0,498	0,438	0,379	0,537	0,512	0,165	0	0	0	0	0	0	0	0	0	0	0	0	0	2,079	1,099	3,178	0,000	2,150	0,000	2,996	-0,76	-0,84	-0,77	-0,91	-0,69	-0,49	-0,72	-0,85	-0,48	-0,33	-0,52	-0,33	-0,29	-0,42	-0,50	-0,85
obj291	package	paket	paquete	pacco	kolet	csomag	bao1-guo3	1,00	1,00	0,84	0,90	0,84	0,98	0,94	0,00	0,00	0,10	0,04	0,14	0,00	0,02	0,00	0,00	0,06	0,06	0,02	0,02	0,04	4	3,3	6	5	6	3	5	0,423	0,469	0,997	1,140	1,680	0,409	0,817	0,94	0,90	0,86	0,76	0,48	0,94	0,87	0,00	0,00	0,02	0,18	0,00	0,00	0,06	0,02	0,10	0,02	0,02	0,10	0,00	0,00	0,04	0,00	0,10	0,04	0,43	0,06	0,06	0,96	1,00	0,91	0,96	0,57	0,94	0,94	1088	1168	1361	1198	1633	1299	1260	295	330	381	336	575	358	369	1102	1133	1306	1123	1650	1292	1246	298	309	369	242	527	363	334			1979	1400			1657	890	1488	1844	2192	1637			860		1579	1160	1614	1410	1044	4,62	0,55	0,45	0,28	-0,06	-1,59	0,75	0,66	0,15	0,08	0,10	0,12	0,18	0,44	0,05	0,06	0,47	0,35	0,16	-0,25	-2,03	0,70	0,60	0,65	0,39	0,12	0,64	-0,04	1,66	0,82	0,15	0,53	0,56	0,60	0,52	0,63	0,35	0,49	0,60	-0,16	-0,49	0,12	-0,67	1,31	0,34	-0,45	0,50	0	0	0	0	0	1	0	29767	1	2	2	3	2	2	2	2	7	5	7	5	5	6	0,387	0,498	0,344	0,379	0,537	0,512	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	3,045	2,639	4,263	2,890	3,300	3,738	3,892	0,72	0,76	0,75	0,65	0,57	0,95	0,56	0,71	-0,31	-0,44	-0,32	-0,40	-0,11	-0,24	-0,28	-0,31
obj292	bucket	eimer	cubeta	secchio	kofa	vödör	shui3-tung3	1,00	1,00	1,00	0,98	0,94	0,98	0,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,06	0,02	0,04	2	1,7	5	4	1	2	2	0,925	0,000	1,538	0,449	0,084	0,169	0,578	0,66	1,00	0,52	0,94	1,00	0,98	0,88	0,00	0,00	0,02	0,02	0,00	0,02	0,13	0,34	0,00	0,36	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,04	0,00	0,00	0,00	1,00	1,00	0,90	0,96	1,00	1,00	1,00	892	741	1084	931	925	807	929	252	179	307	323	329	251	223	875	741	1046	914	925	809	934	260	179	298	290	329	253	225			1138	849		712	894	925		1099							1222	1361				2,52	-1,16	0,95	-1,37	0,78	0,97	0,94	0,67	0,25	0,49	0,14	0,52	0,17	0,13	0,14	0,18	-1,65	0,81	-1,90	0,62	0,84	0,80	0,48	1,01	-0,68	-1,32	-0,35	-0,83	-1,12	-0,98	-0,85	-0,88	-0,91	-0,80	-0,96	-0,88	-0,84	-0,86	-0,88	0,23	-0,51	0,61	0,05	-0,28	-0,12	0,03	0,26	0	0	0	1	1	0	0	14552	1	2	2	3	2	2	2	2	6	5	6	7	4	5	0,387	0,498	0,344	0,379	0,537	0,512	0,700	0	0	0	1	0	1	1	0	1	0	0	0	0	3,045	1,946	1,099	0,000	4,800	2,773	2,833	-0,08	-0,18	-0,09	0,12	0,08	-0,18	-0,27	-0,07	-0,31	-0,44	-0,32	-0,40	-0,11	-0,24	-0,28	-0,31
obj293	paintbrush	pinsel	pincel	pennello	chetka	ecset	mao2-bi3	0,98	1,00	0,98	0,96	0,92	0,98	0,90	0,00	0,00	0,00	0,02	0,02	0,00	0,02	0,02	0,00	0,02	0,02	0,06	0,02	0,08	3	1,7	3	5	2	2	8	0,932	0,000	0,409	1,196	0,949	0,270	2,387	0,78	1,00	0,94	0,77	0,67	0,96	0,33	0,18	0,00	0,00	0,00	0,33	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,00	0,06	0,23	0,00	0,04	0,67	0,96	1,00	0,94	0,77	1,00	0,96	0,33	1067	828	1051	1217	1366	909	1548	318	203	279	548	623	242	628	1033	828	1045	1141	1323	909	1368	294	203	273	565	623	245	413	1143				1456										1382		1148	1474		902	1637	3,52	-0,45	0,95	0,68	0,01	-0,63	0,84	-1,66	-0,04	0,03	-0,20	-0,16	-0,04	0,06	-0,18	0,23	-0,48	1,15	0,84	0,05	-0,69	1,02	-1,89	0,87	0,07	-1,00	-0,36	0,03	0,41	-0,61	0,54	-0,13	-0,16	0,01	-0,09	-0,16	-0,22	-0,05	-0,24	0,23	-1,01	-0,26	0,19	0,63	-0,55	0,78	0,52	0	0	0	0	1	0	0	7932	1	2	2	2	3	2	2	2	10	6	6	8	6	5	0,387	0,498	0,438	0,400	0,537	0,512	0,700	0	0	0	0	1	0	0	1	1	0	0	0	0	0,693	1,386	2,639	2,485	4,850	0,000	6,297	0,13	0,42	0,27	0,19	-0,06	0,04	0,33	-0,23	-0,29	-0,42	-0,30	-0,14	-0,35	-0,23	-0,26	-0,30
obj294	paint	palette	pintura	tavolozza	palitra	paletta	tiao2-se4-pan2	0,88	0,93	0,90	0,80	0,84	0,94	0,90	0,08	0,07	0,06	0,18	0,10	0,02	0,00	0,04	0,00	0,04	0,02	0,06	0,04	0,10	8	15,0	11	15	6	9	11	1,934	2,393	2,743	2,649	1,231	2,293	1,982	0,57	0,46	0,27	0,45	0,76	0,38	0,62	0,11	0,25	0,22	0,15	0,00	0,15	0,24	0,00	0,00	0,00	0,00	0,00	0,04	0,04	0,32	0,29	0,51	0,40	0,24	0,43	0,09	0,68	0,71	0,49	0,60	0,76	0,58	0,91	1435	1384	1619	1668	1364	1440	1364	597	572	629	651	500	532	508	1366	1181	1466	1394	1198	1234	1308	663	281	475	422	263	417	436	1374	1786	1480	2262		1825	1268						1494	1746	1581	1361	1760	1754	1894	1487	1835	10,71	-1,72	-1,74	-2,61	-1,48	-0,19	-1,86	-0,42	-1,43	-1,38	-1,38	-1,24	-1,42	-1,64	-1,36	-1,60	-0,34	-0,36	-1,38	-0,05	1,44	-0,50	1,19	0,75	1,65	0,29	1,25	0,99	-0,07	0,61	0,34	0,72	0,57	0,79	0,64	0,68	0,86	0,74	0,79	1,08	-0,50	0,61	0,31	-0,93	-0,13	-0,44	0,57	0	0	0	0	0	0	0	11757	2	1	3	3	4	3	3	3	5	7	7	9	7	7	0,454	0,200	0,344	0,146	0,269	0,212	0,165	0	0	1	0	0	0	0	0	0	0	0	0	0	3,296	1,792	4,970	0,000	2,950	0,000	1,099	-0,40	-0,60	-0,45	-0,72	-0,29	-0,23	-0,31	-0,23	0,90	1,28	0,79	0,97	0,78	0,86	0,83	0,68
obj295	palmtree	palme	palmera	palma	palma	pálmafa	ie2-zi3-shu4	0,98	1,00	0,98	0,90	0,96	1,00	0,88	0,02	0,00	0,02	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,04	0,00	0,12	3	1,7	2	3	1	3	5	0,729	0,000	0,985	0,510	0,057	1,012	1,069	0,86	1,00	0,59	0,93	1,00	0,68	0,82	0,14	0,00	0,41	0,00	0,00	0,30	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,07	0,00	0,02	0,18	1,00	1,00	1,00	0,93	1,00	0,98	0,82	914	827	869	1069	989	864	1228	216	132	262	323	343	259	463	908	827	900	1050	989	843	1204	218	132	324	322	343	154	477	944		825			814												1339		2311	1336	2,67	0,04	0,95	-1,02	0,75	0,97	-0,47	0,42	0,24	0,27	0,12	0,45	0,15	0,11	0,35	0,21	-0,23	0,83	-1,46	0,60	0,86	-0,82	0,22	0,72	-0,53	-1,00	-0,91	-0,31	-0,87	-0,85	0,01	-0,64	-0,66	-0,58	-0,59	-0,69	-0,60	-0,60	-0,75	0,13	-0,42	-0,32	0,38	-0,27	-0,25	0,76	0,36	0	0	0	0	0	0	0	18577	1	2	2	3	2	2	3	3	8	5	7	5	5	7	0,387	0,498	0,344	0,379	0,537	0,212	0,165	0	0	0	0	0	0	0	1	0	0	0	0	1	0,000	1,386	0,693	0,000	2,650	0,000	2,303	-1,24	-1,09	-1,38	-1,16	-1,26	-1,11	-1,29	-1,31	0,22	0,17	0,29	0,22	0,54	0,38	0,07	-0,08
obj296	pan	pfanne	sartén	padella	tigan	serpenyöö	ping2-di3-guo1	1,00	1,00	1,00	0,98	0,98	0,90	0,82	0,00	0,00	0,00	0,00	0,00	0,02	0,10	0,00	0,00	0,00	0,02	0,02	0,08	0,08	4	5,0	4	4	1	6	6	0,842	1,159	1,048	1,048	0,029	1,157	1,571	0,84	0,67	0,78	0,74	1,00	0,80	0,51	0,10	0,07	0,00	0,00	0,00	0,02	0,05	0,02	0,27	0,04	0,00	0,00	0,02	0,00	0,04	0,00	0,18	0,27	0,00	0,16	0,44	0,96	1,00	0,82	0,74	1,00	0,84	0,56	891	936	1109	1000	953	1125	1333	261	278	413	358	294	344	463	865	832	1066	1042	953	1114	1330	252	120	402	386	294	350	353	988	1266				1310	1831	1223	1112	1328			1217		1025		1246	884		1141	1281	4,29	-0,06	-0,72	-0,10	-0,16	0,97	0,09	-0,89	-0,12	-0,13	-0,02	-0,13	-0,12	-0,31	-0,16	0,00	0,07	-0,70	0,03	-0,04	1,28	0,25	-0,89	0,47	-0,73	-0,98	-0,28	-0,34	-1,01	0,16	0,41	-0,40	-0,34	-0,30	-0,42	-0,40	-0,29	-0,49	-0,53	-0,39	-0,68	0,14	0,06	-0,72	0,65	0,95	0,51	0	0	0	0	0	0	0	9738	1	1	2	2	3	2	3	3	3	6	6	7	5	8	0,454	0,498	0,438	0,400	0,537	0,212	0,165	0	0	0	0	0	1	0	0	0	0	0	0	0	3,332	1,099	2,197	0,000	4,700	0,000	1,099	-0,53	-0,74	-0,48	-0,52	-0,44	-0,66	-0,46	-0,37	-0,03	0,20	0,00	0,18	-0,03	0,08	-0,23	-0,36
obj297	panda	baer	oso	panda	panda	panda	mao1-xyung2	0,94	0,97	0,96	0,98	0,84	0,96	0,88	0,04	0,03	0,02	0,02	0,00	0,02	0,00	0,02	0,00	0,02	0,00	0,16	0,02	0,12	6	6,7	4	6	5	11	6	1,942	1,788	1,605	1,616	1,647	2,702	1,916	0,38	0,41	0,46	0,59	0,45	0,31	0,36	0,28	0,00	0,02	0,00	0,00	0,21	0,32	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,34	0,59	0,52	0,41	0,55	0,48	0,32	0,66	0,41	0,48	0,59	0,45	0,52	0,68	1129	1282	1284	1380	1491	1322	1413	382	403	536	576	525	513	432	1071	1063	1238	1464	1414	1301	1508	334	417	566	521	449	373	506	1180		1688			1391	1229								1154	1436	1309	1259	1554	1305	1487	6,38	-2,85	-1,99	-1,67	-0,82	-1,71	-2,19	-1,52	-1,82	-1,65	-1,80	-1,85	-1,99	-1,84	-1,76	-1,87	-1,20	-0,20	0,17	1,17	0,13	-0,43	0,35	0,52	0,25	-0,14	0,38	1,26	0,75	0,86	0,98	0,62	0,68	0,75	0,66	0,51	0,60	0,58	0,56	-0,43	-0,88	-0,28	0,74	0,16	0,28	0,43	0,46	0	1	1	0	0	0	0	29117	1	2	1	2	2	2	2	2	5	3	3	5	5	5	0,387	0,227	0,438	0,379	0,537	0,512	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	0,693	2,197	3,850	0,000	2,300	0,000	2,197	-0,77	-0,65	-0,96	-1,00	-0,71	-0,53	-0,75	-0,77	-0,78	-0,98	-0,58	-0,69	-0,67	-0,76	-0,82	-0,84
obj298	pants	hose	pantalón	pantaloni	pantalon	nadrág	ku4-zi5	0,96	1,00	1,00	1,00	0,98	0,98	0,98	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,02	0,02	3	3,3	2	4	3	4	3	0,592	0,211	0,680	1,051	1,192	0,449	1,325	0,90	0,97	0,82	0,78	0,63	0,94	0,49	0,00	0,00	0,18	0,14	0,31	0,02	0,43	0,00	0,00	0,00	0,08	0,00	0,02	0,00	0,10	0,03	0,00	0,00	0,06	0,02	0,08	0,90	0,97	1,00	1,00	0,94	0,98	0,92	779	773	767	918	876	804	928	207	274	186	321	251	292	330	757	731	766	842	839	777	779	200	150	199	257	227	221	128			771	1151	851	2148	1037				1250		593		971	1995			1388	878	1249	3,19	0,28	0,78	0,10	0,05	-0,83	0,75	-0,98	0,02	-0,02	-0,11	0,01	0,02	0,16	-0,10	0,19	0,30	0,89	0,09	0,03	-0,99	0,85	-1,17	0,62	-1,24	-1,35	-1,42	-1,10	-1,45	-1,10	-1,35	-1,29	-1,29	-1,28	-1,26	-1,32	-1,26	-1,32	-1,28	0,05	-0,08	-0,16	0,22	-0,19	0,22	-0,07	0,14	0	0	0	0	0	0	0	16138	1	1	2	3	4	3	2	2	5	4	8	9	8	6	0,454	0,498	0,344	0,146	0,269	0,512	0,700	0	1	0	0	0	0	0	1	0	0	1	0	0	2,833	3,178	4,127	0,000	5,700	3,951	3,761	0,73	0,80	0,67	0,69	1,02	0,57	0,54	0,74	0,11	0,37	0,18	0,06	-0,18	-0,04	0,20	0,17
obj299	paper	papier	hojas	fogli	lista	papír	huo2-ie4-zhi3	1,00	1,00	0,98	0,98	0,90	0,94	0,92	0,00	0,00	0,02	0,02	0,04	0,06	0,04	0,00	0,00	0,00	0,00	0,06	0,00	0,04	3	8,3	6	8	8	15	17	0,721	1,711	0,978	1,404	1,957	3,193	3,136	0,84	0,43	0,84	0,76	0,58	0,23	0,26	0,14	0,03	0,04	0,06	0,31	0,23	0,35	0,00	0,53	0,08	0,12	0,00	0,38	0,07	0,02	0,00	0,04	0,06	0,11	0,15	0,33	0,98	1,00	0,96	0,94	0,89	0,85	0,67	931	1493	1135	1242	1571	1570	1800	281	383	316	430	498	533	523	930	1444	1087	1153	1525	1272	1702	266	392	305	268	438	414	520	941	978	1169	1563	1657	1823	1851		1564	1459	1172		1440	1842	899		1443	2165	1572	1973	1816	9,33	-0,06	-1,90	0,18	-0,07	-1,10	-2,56	-1,97	-1,07	-1,23	-0,93	-1,27	-1,23	-1,06	-0,82	-0,92	1,17	-0,97	1,46	1,16	-0,03	-1,74	-1,05	1,08	-0,42	1,26	-0,20	0,08	1,18	0,75	1,61	0,61	0,78	0,50	0,74	0,70	0,51	0,58	0,44	-1,20	0,76	-0,94	-0,62	0,67	0,17	1,17	0,79	0	0	0	0	0	0	0	33840	2	2	2	2	2	2	2	3	5	6	5	5	5	5	0,387	0,498	0,438	0,379	0,537	0,512	0,165	0	0	0	1	0	0	1	0	0	1	1	0	0	5,421	4,331	5,017	0,000	5,300	4,234	0,000	0,87	0,60	0,66	0,74	1,20	0,80	0,67	1,34	-0,21	-0,33	-0,22	-0,03	0,03	-0,11	-0,19	-0,56
obj300	paperclip	bueroklammer	clip	graffetta	klamer	gemkapocs	hui2-uen2-zhen1	0,86	0,83	0,90	0,62	0,92	0,84	1,00	0,10	0,10	0,04	0,30	0,04	0,04	0,00	0,04	0,07	0,06	0,08	0,04	0,12	0,00	4	3,3	4	13	2	8	2	0,991	0,748	0,984	2,378	0,250	1,628	0,141	0,81	0,84	0,82	0,29	0,98	0,69	0,98	0,05	0,00	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,04	0,42	0,00	0,02	0,00	0,14	0,16	0,13	0,26	0,02	0,29	0,02	0,86	0,84	0,87	0,74	0,98	0,71	0,98	1327	1266	1341	1625	1269	1532	1092	638	440	484	615	468	630	351	1262	1257	1289	1354	1258	1526	1083	541	471	413	351	467	572	349	3057			2166						1561	1725		997		1130	1309	1588	1698	1783	1591	1508	5,19	-0,22	0,15	0,11	-2,22	0,86	-0,42	1,12	-0,09	-0,07	-0,13	-0,12	0,27	-0,25	-0,03	-0,29	-0,15	0,27	0,23	-2,48	1,11	-0,39	1,41	0,86	1,15	0,57	0,57	0,84	0,16	1,70	-0,38	0,66	0,58	0,67	0,67	0,63	0,74	0,49	0,83	0,58	-0,10	-0,10	0,21	-0,59	1,21	-1,21	0,57	0	0	0	0	0	0	0	21555	1	3	4	1	3	2	3	3	9	12	4	9	6	9	0,121	0,069	0,023	0,400	0,537	0,212	0,165	0	0	0	0	0	0	1	1	1	0	0	0	1	0,000	0,000	1,099	0,000	4,200	0,000	0,000	-1,40	-1,27	-1,33	-1,38	-1,46	-1,55	-1,48	-1,21	0,80	0,53	0,36	1,37	1,00	1,02	0,71	0,54
obj301	parachute	fallschirm	paracaídas	paracadute	parashut	ejtööernyöö	jiang4-luo4-san3	0,86	0,93	0,86	0,78	0,86	0,80	0,80	0,10	0,07	0,14	0,16	0,00	0,04	0,06	0,04	0,00	0,00	0,06	0,14	0,16	0,14	4	8,3	3	7	3	9	7	1,448	1,464	1,021	1,626	0,705	1,843	1,583	0,61	0,61	0,72	0,62	0,88	0,63	0,63	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,40	0,39	0,28	0,38	0,12	0,38	0,38	0,61	0,61	0,72	0,62	0,88	0,63	0,63	1452	1438	1513	1820	1438	1586	1571	530	515	508	599	513	799	591	1437	1304	1547	1693	1397	1403	1535	561	453	552	607	480	577	601															1474	1644	1423	2025	1745	1892	1633	5,90	-1,50	-1,02	-0,39	-0,72	0,40	-0,73	-0,40	-0,62	-0,48	-0,55	-0,66	-0,61	-0,79	-0,60	-0,66	-1,02	-0,47	0,28	-0,11	1,19	-0,12	0,25	0,49	1,98	0,74	1,56	2,12	0,69	1,24	1,07	1,34	1,24	1,44	1,31	1,21	1,45	1,36	1,39	0,75	-0,70	0,25	0,91	-0,76	-0,12	-0,32	0,54	0	0	0	0	0	0	0	25199	2	3	2	5	5	3	4	3	9	10	10	10	8	9	0,121	0,498	0,037	0,046	0,269	0,079	0,165	0	1	0	0	0	0	0	0	1	1	1	0	1	1,609	1,792	2,639	0,000	3,800	0,000	1,386	-0,70	-0,70	-0,80	-0,78	-0,64	-0,71	-0,67	-0,60	2,06	2,01	2,45	1,79	1,86	2,19	1,94	1,97
obj302	parrot	papagei	perico	pappagallo	papagal	papagáj	ing1-u3	0,96	1,00	0,98	1,00	0,96	1,00	0,94	0,04	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,00	0,06	2	1,7	7	3	1	4	2	0,765	0,000	1,809	0,282	0,057	0,423	0,224	0,79	1,00	0,55	0,96	1,00	0,94	0,98	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,21	0,00	0,45	0,04	0,00	0,06	0,02	0,79	1,00	0,55	0,96	1,00	0,94	0,98	1045	891	1217	1033	1017	882	1091	450	144	572	224	292	201	283	910	891	1110	1028	1017	874	1093	178	144	435	224	292	193	285															1557		1348	1165		1003	978	2,95	-0,35	0,95	-1,22	0,88	0,97	0,75	1,12	0,44	0,57	0,36	0,72	0,37	0,35	0,39	0,33	-0,93	0,59	-1,94	0,51	0,62	0,36	0,79	0,82	-0,52	-0,77	-0,11	-0,40	-0,77	-0,74	-0,34	-0,52	-0,52	-0,48	-0,59	-0,54	-0,48	-0,48	-0,55	0,00	-0,29	0,48	0,14	-0,29	-0,25	0,20	0,24	0	0	0	0	0	0	0	18115	2	2	3	3	4	3	3	2	6	7	6	10	7	7	0,387	0,200	0,344	0,146	0,269	0,212	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	1,609	1,386	0,693	0,000	3,950	0,000	3,045	-0,77	-0,77	-0,82	-0,61	-0,71	-0,80	-0,74	-0,87	0,85	0,92	0,73	0,91	0,71	0,80	0,80	0,97
obj303	paw	tatze	pata	zampa	lapa	mancs	jiao3	0,92	0,97	0,80	0,88	1,00	0,92	0,78	0,02	0,03	0,18	0,08	0,00	0,00	0,10	0,06	0,00	0,02	0,04	0,00	0,08	0,12	6	10,0	14	2	3	6	16	1,506	1,772	2,670	0,300	0,282	1,275	2,939	0,67	0,52	0,38	0,98	0,96	0,76	0,28	0,00	0,00	0,03	0,02	0,00	0,00	0,26	0,00	0,35	0,00	0,00	0,00	0,00	0,05	0,33	0,14	0,60	0,00	0,04	0,24	0,41	0,67	0,86	0,40	1,00	0,96	0,76	0,59	1406	1535	1821	1569	1567	1526	1957	459	561	599	606	487	590	551	1341	1491	1792	1573	1571	1375	1982	478	464	652	612	496	415	282			1771	1398			2086		1425					1816	1540	1975	1842		1479	2005	1878	8,14	-1,07	-1,48	-2,08	0,96	0,77	-0,09	-1,87	-0,69	-0,63	-0,56	-0,46	-0,97	-0,94	-0,80	-0,50	-0,44	-0,91	-1,62	1,93	1,71	0,71	-1,38	1,24	1,53	1,43	2,49	1,67	1,35	1,13	2,50	1,73	1,76	1,78	1,60	1,74	1,79	1,83	1,60	-0,23	-0,35	0,89	-0,07	-0,44	-0,69	0,90	0,51	0	0	1	0	0	0	1	21167	1	1	2	2	2	2	1	1	3	5	4	5	4	5	0,454	0,498	0,438	0,379	0,537	0,173	0,117	0	0	0	1	0	0	0	0	0	0	0	0	0	1,946	0,693	3,892	0,000	3,100	0,000	2,485	-0,67	-0,71	-0,59	-0,89	-0,60	-0,55	-0,62	-0,69	-1,32	-1,30	-1,50	-1,32	-1,32	-1,41	-1,18	-1,08
obj304	peach	pfirsich	durazno	pesca	praskova	barack	tao2-zi5	0,88	1,00	0,92	0,96	0,88	0,92	0,86	0,02	0,00	0,08	0,04	0,04	0,04	0,06	0,10	0,00	0,00	0,00	0,08	0,04	0,08	7	5,0	6	7	7	6	8	1,382	0,561	1,555	2,034	1,834	1,366	2,207	0,75	0,90	0,67	0,44	0,59	0,74	0,42	0,00	0,00	0,00	0,00	0,00	0,11	0,16	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,25	0,10	0,33	0,56	0,41	0,15	0,42	0,75	0,90	0,67	0,44	0,59	0,85	0,58	1293	1504	1417	1480	1527	1314	1865	420	410	437	585	481	457	706	1247	1527	1399	1448	1565	1317	2007	374	424	421	548	509	464	674						1470	2006								1429	1303	1456	1505	1473	1191	1668	6,57	-0,61	0,45	-0,62	-1,53	-1,03	-0,19	-1,29	-0,69	-0,70	-0,88	-0,70	-0,55	-0,63	-0,77	-0,59	0,09	1,33	0,09	-0,99	-0,40	0,58	-0,70	0,60	1,08	1,56	0,99	1,20	1,33	0,92	2,58	1,38	1,43	1,35	1,44	1,41	1,39	1,46	1,18	-0,35	0,21	-0,45	-0,22	-0,06	-0,54	1,40	0,46	0	0	0	0	0	0	0	6893	1	1	2	3	2	3	2	2	5	8	7	5	8	6	0,454	0,498	0,344	0,379	0,269	0,512	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	1,946	0,000	0,000	2,944	4,150	0,000	2,639	-0,60	-0,62	-0,39	-0,34	-0,99	-0,67	-0,54	-0,63	-0,36	-0,18	-0,38	-0,45	-0,18	-0,55	-0,33	-0,36
